time,hour,day,weekday,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
615,15,25,#Saturday,7849,6617,1391,302,1609,1396,1838,25,54
616,16,25,#Saturday,7994,6550,1387,92,1649,1438,1925,3,54
617,17,25,#Saturday,8367,6587,1386,67,1711,1502,1866,0,55
618,18,25,#Saturday,8614,6773,1387,84,1855,1509,1884,0,54
619,19,25,#Saturday,8456,6643,1386,56,1686,1514,1947,0,54
620,20,25,#Saturday,8283,6679,1388,78,1764,1421,1971,0,56
621,21,25,#Saturday,7965,6518,1387,145,1561,1416,1954,0,55
622,22,25,#Saturday,7301,6380,1387,328,1346,1375,1887,0,55
623,23,25,#Saturday,6911,6449,1389,418,1303,1392,1893,0,53
624,0,26,#Sunday,6599,6336,1392,482,1111,1436,1863,0,53
625,1,26,#Sunday,6406,6198,1388,543,1139,1434,1642,0,52
626,2,26,#Sunday,6282,6220,1390,552,1143,1394,1688,0,52
627,3,26,#Sunday,6216,6168,1388,583,1070,1393,1683,0,52
628,4,26,#Sunday,6207,6074,1389,671,935,1387,1642,0,49
629,5,26,#Sunday,6273,6022,1388,597,958,1386,1643,0,51
630,6,26,#Sunday,6405,5829,1390,392,1026,1383,1587,0,51
631,7,26,#Sunday,6605,5650,1389,229,1007,1370,1600,0,54
632,8,26,#Sunday,6955,5771,1387,89,1149,1361,1723,8,53
633,9,26,#Sunday,7188,6043,1388,35,1383,1335,1798,49,54
634,10,26,#Sunday,7225,6226,1389,22,1501,1340,1783,134,55
635,11,26,#Sunday,7197,6346,1389,-4,1523,1367,1748,268,55
636,12,26,#Sunday,7116,6246,1387,-6,1499,1381,1594,336,54
637,13,26,#Sunday,7016,6219,1388,7,1458,1406,1529,374,54
638,14,26,#Sunday,6899,5968,1390,28,1267,1403,1485,338,55
639,15,26,#Sunday,6784,5700,1387,59,1188,1254,1495,262,53
640,16,26,#Sunday,7031,5743,1390,84,1200,1398,1519,96,54
641,17,26,#Sunday,7602,6141,1391,130,1585,1319,1662,0,54
642,18,26,#Sunday,8014,6357,1391,158,1784,1421,1549,0,53
643,19,26,#Sunday,8011,6396,1392,176,1596,1422,1755,0,54
644,20,26,#Sunday,7929,6546,1390,294,1611,1427,1768,0,54
645,21,26,#Sunday,7526,6491,1392,450,1409,1429,1755,0,55
646,22,26,#Sunday,7164,6689,1389,505,1513,1428,1798,0,56
647,23,26,#Sunday,6724,6580,1391,552,1351,1431,1801,0,53
648,0,27,#Monday,6400,6438,1391,753,1067,1429,1745,0,53
649,1,27,#Monday,6265,6428,1393,1129,859,1427,1565,0,54
650,2,27,#Monday,6238,6392,1392,1399,859,1232,1457,0,53
651,3,27,#Monday,6213,6481,1391,1476,857,1229,1475,0,52
652,4,27,#Monday,6300,6436,1390,1252,983,1233,1527,0,51
653,5,27,#Monday,6612,6611,1389,1260,936,1433,1540,0,51
654,6,27,#Monday,7513,7023,1393,1243,1208,1438,1689,0,51
655,7,27,#Monday,8320,7540,1387,1508,1408,1459,1720,0,58
656,8,27,#Monday,8936,8103,1387,1683,1797,1479,1690,10,56
657,9,27,#Monday,9252,8172,1364,1896,1744,1472,1576,64,57
658,10,27,#Monday,9248,8357,1348,1858,1627,1749,1581,136,57
659,11,27,#Monday,8980,8381,1326,2055,1423,1744,1579,197,56
660,12,27,#Monday,8904,8389,1337,2219,1353,1618,1570,235,56
661,13,27,#Monday,8810,8276,1334,2197,1351,1510,1609,218,55
662,14,27,#Monday,8563,8090,1348,1912,1429,1511,1663,170,57
663,15,27,#Monday,8497,7958,1325,1702,1478,1615,1683,101,54
664,16,27,#Monday,8489,7814,1339,1694,1333,1712,1638,40,56
665,17,27,#Monday,8880,7899,1356,1738,1405,1720,1622,0,56
666,18,27,#Monday,9145,8088,1372,1835,1429,1799,1595,0,57
667,19,27,#Monday,9036,8017,1386,1814,1504,1589,1669,0,55
668,20,27,#Monday,8800,8115,1387,1661,1534,1775,1701,0,56
669,21,27,#Monday,8373,7971,1384,1677,1359,1833,1662,0,55
670,22,27,#Monday,7832,7955,1384,1717,1323,1819,1655,0,56
671,23,27,#Monday,7206,7587,1387,1664,1095,1729,1658,0,53
672,0,28,#Tuesday,6882,7612,1390,1532,1039,1833,1763,0,55
673,1,28,#Tuesday,6687,7580,1396,1365,1053,1835,1876,0,55
674,2,28,#Tuesday,6630,7411,1396,1166,1094,1839,1863,0,53
675,3,28,#Tuesday,6605,7400,1397,988,1150,1835,1977,0,53
676,4,28,#Tuesday,6700,7406,1397,920,1227,1837,1972,0,53
677,5,28,#Tuesday,6956,7417,1396,768,1326,1879,1993,0,54
678,6,28,#Tuesday,7483,7334,1395,680,1351,1907,1945,0,55
679,7,28,#Tuesday,8298,7734,1397,576,1798,1920,1985,0,59
680,8,28,#Tuesday,8797,7820,1394,513,1993,1838,1984,38,58
681,9,28,#Tuesday,9073,8133,1358,565,2107,1907,2013,123,58
682,10,28,#Tuesday,8885,8055,1375,564,1970,1896,2009,184,56
683,11,28,#Tuesday,8817,7783,1361,394,1886,1868,1988,230,56
684,12,28,#Tuesday,8742,7766,1344,364,1885,1885,1986,245,56
685,13,28,#Tuesday,8647,7717,1351,390,1806,1880,1987,247,54
686,14,28,#Tuesday,8396,7404,1363,649,1434,1843,1887,171,56
687,15,28,#Tuesday,8361,7486,1374,653,1624,1786,1884,105,57
688,16,28,#Tuesday,8401,7581,1359,748,1640,1790,1949,37,56
689,17,28,#Tuesday,8785,7955,1383,1139,1711,1797,1874,1,47
690,18,28,#Tuesday,9021,8286,1388,1372,1823,1805,1851,0,48
691,19,28,#Tuesday,8965,8295,1389,1538,1773,1818,1729,0,48
692,20,28,#Tuesday,8816,8323,1390,1493,1897,1816,1679,0,47
693,21,28,#Tuesday,8439,8054,1391,1326,1638,1819,1834,0,46
694,22,28,#Tuesday,7656,7844,1390,1683,1263,1692,1769,0,47
695,23,28,#Tuesday,7097,7458,1390,1989,1058,1439,1535,0,46
696,0,29,#Wednesday,6889,7571,1392,1843,1123,1601,1563,0,48
697,1,29,#Wednesday,6737,7575,1395,1815,980,1791,1541,0,53
698,2,29,#Wednesday,6583,7508,1394,1855,878,1808,1518,0,53
699,3,29,#Wednesday,6592,7532,1395,1945,834,1803,1501,0,53
700,4,29,#Wednesday,6704,7474,1399,1894,905,1713,1511,0,52
701,5,29,#Wednesday,6786,7413,1399,1529,1020,1818,1591,0,55
702,6,29,#Wednesday,7308,7438,1392,1287,953,1856,1894,0,55
703,7,29,#Wednesday,8207,8026,1396,1319,1421,1889,1942,0,57
704,8,29,#Wednesday,8790,8098,1395,1221,1751,1731,1930,11,57
705,9,29,#Wednesday,8847,8250,1394,1158,1792,1894,1903,49,58
706,10,29,#Wednesday,8792,8097,1307,988,1857,1895,1896,97,55
707,11,29,#Wednesday,8675,8168,1375,892,1914,1880,1874,174,57
708,12,29,#Wednesday,8577,7998,1377,903,1710,1876,1873,201,56
709,13,29,#Wednesday,8489,7960,1382,883,1647,1881,1912,197,57
710,14,29,#Wednesday,8319,7784,1387,860,1522,1876,1918,163,57
711,15,29,#Wednesday,8196,7815,1392,826,1639,1876,1922,103,57
712,16,29,#Wednesday,8251,7896,1394,880,1723,1882,1934,26,55
713,17,29,#Wednesday,8674,8185,1397,916,1999,1893,1925,0,55
714,18,29,#Wednesday,8909,8063,1396,1102,1805,1869,1836,0,53
715,19,29,#Wednesday,8841,8098,1395,994,1955,1850,1848,0,56
716,20,29,#Wednesday,8623,8089,1396,798,1972,1911,1957,0,54
717,21,29,#Wednesday,8140,7632,1392,609,1724,1916,1936,0,55
718,22,29,#Wednesday,7626,7528,1395,532,1676,1921,1949,0,54
719,23,29,#Wednesday,7139,7129,1394,448,1349,1929,1952,0,55
720,0,30,#Thursday,6824,7120,1395,429,1399,1914,1924,0,57
721,1,30,#Thursday,6657,6866,1397,586,1145,1844,1836,0,57
722,2,30,#Thursday,6548,6824,1397,727,1009,1822,1812,0,56
723,3,30,#Thursday,6498,6785,1395,647,1029,1826,1835,0,52
724,4,30,#Thursday,6508,6863,1398,598,1156,1828,1831,0,52
725,5,30,#Thursday,6848,6930,1397,711,1152,1811,1804,0,54
726,6,30,#Thursday,7412,7081,1395,932,1075,1820,1805,0,54
727,7,30,#Thursday,8309,7664,1397,1088,1489,1823,1809,0,57
728,8,30,#Thursday,8731,7768,1397,1085,1860,1650,1711,7,56
729,9,30,#Thursday,8987,7939,1375,1084,1922,1813,1642,43,58
730,10,30,#Thursday,9045,8070,1370,828,2072,1823,1834,84,58
731,11,30,#Thursday,8978,7959,1352,697,2006,1817,1880,145,59
732,12,30,#Thursday,8870,7900,1350,666,1945,1819,1903,158,57
733,13,30,#Thursday,8780,7724,1381,444,1919,1816,1942,164,58
734,14,30,#Thursday,8600,7584,1326,228,1978,1811,2040,142,56
735,15,30,#Thursday,8466,7486,1333,134,1982,1815,2079,82,59
736,16,30,#Thursday,8495,7353,1309,128,1912,1813,2105,26,59
737,17,30,#Thursday,8770,7430,1353,120,2143,1832,1927,0,54
738,18,30,#Thursday,9044,7465,1379,122,2156,1922,1830,0,57
739,19,30,#Thursday,8884,7326,1386,103,2024,1924,1831,0,57
740,20,30,#Thursday,8628,7273,1388,84,1985,1934,1825,0,58
741,21,30,#Thursday,8297,7060,1389,52,1810,1927,1824,0,58
742,22,30,#Thursday,7676,6868,1394,77,1602,1928,1808,0,58
743,23,30,#Thursday,7236,6582,1392,146,1304,1862,1819,0,58
744,0,31,#Friday,6861,6534,1394,204,1185,1855,1840,0,56
745,1,31,#Friday,6714,6536,1398,219,1319,1848,1697,0,56
746,2,31,#Friday,6536,6428,1400,275,1223,1846,1629,0,56
747,3,31,#Friday,6539,6506,1399,373,1206,1843,1630,0,56
748,4,31,#Friday,6555,6463,1402,625,1024,1766,1589,0,55
749,5,31,#Friday,6835,6560,1403,821,1131,1553,1595,0,56
750,6,31,#Friday,7275,6667,1397,838,1278,1485,1611,0,56
751,7,31,#Friday,7990,7238,1399,886,1556,1737,1601,0,59
752,8,31,#Friday,8633,7765,1398,849,1916,1834,1672,37,58
753,9,31,#Friday,8880,8150,1355,1127,2014,1724,1688,182,59
754,10,31,#Friday,8786,8176,1372,1099,2046,1665,1622,311,59
755,11,31,#Friday,8617,8098,1380,931,2000,1666,1630,429,59
756,12,31,#Friday,8549,7998,1363,883,1886,1674,1634,497,59
757,13,31,#Friday,8362,7802,1337,711,1817,1723,1639,514,59
758,14,31,#Friday,8209,7584,1308,395,1919,1786,1690,424,59
759,15,31,#Friday,8114,7444,1355,291,1838,1847,1732,308,59
760,16,31,#Friday,8191,7288,1376,247,1886,1873,1730,115,59
761,17,31,#Friday,8659,7372,1383,249,2007,1932,1737,5,59
762,18,31,#Friday,8908,7559,1384,221,2155,2008,1732,0,59
763,19,31,#Friday,8834,7498,1379,160,2214,1921,1766,0,58
764,20,31,#Friday,8718,7518,1381,188,2213,1913,1764,0,58
765,21,31,#Friday,8278,7175,1382,155,1897,1951,1731,0,58
766,22,31,#Friday,7644,6926,1381,115,1718,1945,1710,0,58
767,23,31,#Friday,7034,6550,1385,152,1337,1917,1701,0,58
768,0,32,#Saturday,6710,6611,1388,194,1286,1926,1759,0,57
769,1,32,#Saturday,6527,6817,1392,364,1463,1924,1618,0,56
770,2,32,#Saturday,6374,6828,1392,545,1371,1918,1545,0,57
771,3,32,#Saturday,6275,6846,1390,618,1410,1917,1453,0,57
772,4,32,#Saturday,6326,6943,1392,722,1349,1915,1509,0,56
773,5,32,#Saturday,6472,7079,1394,929,1271,1902,1528,0,56
774,6,32,#Saturday,6608,7139,1393,1017,1317,1912,1446,0,56
775,7,32,#Saturday,6938,7333,1390,1301,1317,1837,1429,0,57
776,8,32,#Saturday,7317,7350,1393,1444,1363,1636,1403,51,59
777,9,32,#Saturday,7530,7322,1392,1362,1452,1510,1397,151,57
778,10,32,#Saturday,7523,7253,1395,1090,1527,1503,1419,263,55
779,11,32,#Saturday,7414,7141,1393,999,1480,1499,1377,335,55
780,12,32,#Saturday,7338,7152,1395,966,1502,1503,1362,369,54
781,13,32,#Saturday,7199,6992,1391,845,1481,1494,1381,345,55
782,14,32,#Saturday,6997,6874,1395,610,1628,1481,1413,291,55
783,15,32,#Saturday,7043,6783,1393,493,1707,1489,1479,167,54
784,16,32,#Saturday,7217,6790,1394,610,1572,1669,1443,47,52
785,17,32,#Saturday,7640,6863,1398,773,1631,1557,1450,0,54
786,18,32,#Saturday,8022,7080,1395,792,1697,1717,1426,0,53
787,19,32,#Saturday,8001,7183,1396,851,1710,1735,1435,0,56
788,20,32,#Saturday,7821,7251,1396,806,1739,1792,1461,0,55
789,21,32,#Saturday,7460,7241,1394,683,1655,1889,1566,0,53
790,22,32,#Saturday,6962,7164,1397,753,1579,1845,1535,0,54
791,23,32,#Saturday,6609,7223,1395,868,1594,1857,1457,0,53
792,0,33,#Sunday,6319,7161,1395,834,1436,1911,1531,0,52
793,1,33,#Sunday,6123,6855,1393,612,1610,1574,1614,0,52
794,2,33,#Sunday,5964,6724,1397,446,1681,1521,1627,0,52
795,3,33,#Sunday,5918,6647,1393,397,1677,1519,1612,0,48
796,4,33,#Sunday,5991,6702,1394,402,1741,1516,1607,0,42
797,5,33,#Sunday,6008,6727,1396,395,1750,1521,1616,0,48
798,6,33,#Sunday,6151,6719,1393,459,1701,1548,1564,0,53
799,7,33,#Sunday,6327,6251,1395,426,1712,1136,1534,0,48
800,8,33,#Sunday,6570,6342,1394,334,1838,1141,1573,21,38
801,9,33,#Sunday,6763,6388,1395,311,1843,1135,1570,95,37
802,10,33,#Sunday,6824,6430,1394,300,1756,1132,1586,217,43
803,11,33,#Sunday,6797,6470,1399,316,1708,1131,1571,301,42
804,12,33,#Sunday,6717,6381,1396,306,1697,1051,1569,318,43
805,13,33,#Sunday,6695,6371,1397,208,1777,1032,1613,292,51
806,14,33,#Sunday,6573,6321,1393,208,1796,1113,1588,167,53
807,15,33,#Sunday,6565,6478,1395,287,1796,1267,1588,92,52
808,16,33,#Sunday,6782,6559,1394,385,1853,1212,1626,34,53
809,17,33,#Sunday,7101,6840,1394,514,1844,1416,1616,0,56
810,18,33,#Sunday,7578,7135,1396,557,2028,1499,1601,0,54
811,19,33,#Sunday,7618,7256,1395,552,2144,1497,1612,0,55
812,20,33,#Sunday,7427,7261,1397,518,2169,1500,1621,0,55
813,21,33,#Sunday,7128,7268,1390,504,2203,1502,1614,0,54
814,22,33,#Sunday,6735,7193,1395,489,2161,1502,1593,0,52
815,23,33,#Sunday,6330,7161,1392,468,2152,1508,1590,0,50
816,0,34,#Monday,5996,6778,1394,450,1847,1468,1568,0,51
817,1,34,#Monday,5834,6530,1394,411,1668,1490,1514,0,52
818,2,34,#Monday,5813,6508,1396,385,1671,1491,1513,0,53
819,3,34,#Monday,5809,6417,1395,241,1676,1507,1544,0,53
820,4,34,#Monday,5880,6407,1395,235,1663,1518,1542,0,53
821,5,34,#Monday,6172,6435,1399,138,1748,1537,1560,0,52
822,6,34,#Monday,6824,6607,1396,107,1817,1572,1662,0,52
823,7,34,#Monday,7624,6827,1392,75,2026,1617,1659,0,56
824,8,34,#Monday,8280,7357,1395,51,2240,1912,1667,33,57
825,9,34,#Monday,8591,7342,1375,37,2135,1907,1617,216,54
826,10,34,#Monday,8498,7214,1375,12,1941,1855,1608,364,57
827,11,34,#Monday,8401,7171,1341,7,1894,1815,1630,427,56
828,12,34,#Monday,8268,7114,1339,0,1874,1814,1562,468,56
829,13,34,#Monday,8148,6918,1349,4,1790,1795,1439,484,55
830,14,34,#Monday,7939,6752,1349,2,1742,1794,1400,408,55
831,15,34,#Monday,7827,6692,1359,41,1779,1794,1406,257,55
832,16,34,#Monday,7888,6785,1338,76,1977,1798,1427,112,56
833,17,34,#Monday,8221,6974,1356,191,2046,1817,1500,6,56
834,18,34,#Monday,8708,7280,1387,356,2020,1826,1635,0,56
835,19,34,#Monday,8563,7318,1387,617,1846,1848,1567,0,55
836,20,34,#Monday,8395,7423,1383,822,1879,1750,1535,0,53
837,21,34,#Monday,8024,7441,1381,1054,1981,1528,1442,0,55
838,22,34,#Monday,7333,7274,1382,1299,1652,1474,1410,0,56
839,23,34,#Monday,6835,7004,1385,1474,1260,1474,1360,0,51
840,0,35,#Tuesday,6583,7141,1384,1527,1292,1496,1393,0,49
841,1,35,#Tuesday,6353,7161,1394,1724,1132,1469,1392,0,49
842,2,35,#Tuesday,6308,7087,1396,1867,1009,1471,1293,0,50
843,3,35,#Tuesday,6206,7033,1394,1941,925,1461,1265,0,48
844,4,35,#Tuesday,6340,7098,1396,1736,1140,1479,1298,0,49
845,5,35,#Tuesday,6470,7195,1393,1574,1391,1480,1308,0,49
846,6,35,#Tuesday,6940,7179,1393,1444,1501,1435,1354,0,52
847,7,35,#Tuesday,7803,7920,1395,1395,1879,1758,1439,0,53
848,8,35,#Tuesday,8442,7951,1372,1526,2052,1499,1430,16,52
849,9,35,#Tuesday,8619,8002,1303,1517,2172,1471,1431,55,53
850,10,35,#Tuesday,8668,8000,1338,1368,2197,1512,1436,92,55
851,11,35,#Tuesday,8602,7942,1312,949,2234,1724,1531,135,54
852,12,35,#Tuesday,8560,7842,1355,770,2091,1770,1656,147,51
853,13,35,#Tuesday,8542,7790,1354,738,2059,1773,1649,161,53
854,14,35,#Tuesday,8385,7723,1354,679,2053,1773,1670,139,53
855,15,35,#Tuesday,8231,7684,1346,688,2061,1774,1664,97,54
856,16,35,#Tuesday,8213,7656,1352,645,2099,1782,1683,39,55
857,17,35,#Tuesday,8550,7756,1386,717,2126,1792,1679,0,55
858,18,35,#Tuesday,8737,7824,1383,841,2082,1805,1659,0,54
859,19,35,#Tuesday,8743,7854,1382,854,2065,1837,1662,0,53
860,20,35,#Tuesday,8469,7765,1384,817,2001,1856,1653,0,53
861,21,35,#Tuesday,8071,7627,1382,787,2000,1811,1592,0,54
862,22,35,#Tuesday,7425,7432,1389,650,1954,1860,1525,0,53
863,23,35,#Tuesday,7015,7098,1393,497,1734,1869,1552,0,52
864,0,36,#Wednesday,6747,6998,1393,263,1801,1881,1607,0,52
865,1,36,#Wednesday,6538,6969,1394,405,1674,1871,1574,0,52
866,2,36,#Wednesday,6409,6972,1396,881,1618,1667,1357,0,52
867,3,36,#Wednesday,6342,6966,1396,892,1612,1692,1322,0,51
868,4,36,#Wednesday,6412,7037,1395,814,1538,1869,1371,0,50
869,5,36,#Wednesday,6634,7191,1395,825,1557,1864,1496,0,51
870,6,36,#Wednesday,7188,7583,1398,880,1873,1875,1510,0,46
871,7,36,#Wednesday,7895,8082,1394,909,2326,1880,1527,0,46
872,8,36,#Wednesday,8484,8238,1390,985,2485,1759,1563,9,45
873,9,36,#Wednesday,8672,8469,1383,1179,2425,1852,1530,52,47
874,10,36,#Wednesday,8777,8641,1354,1756,2247,1681,1447,108,45
875,11,36,#Wednesday,8798,8791,1362,2483,1944,1460,1319,176,46
876,12,36,#Wednesday,8695,8757,1350,2123,2134,1559,1354,191,46
877,13,36,#Wednesday,8615,8866,1366,1963,2275,1659,1375,181,46
878,14,36,#Wednesday,8573,8985,1348,2005,2343,1667,1408,167,45
879,15,36,#Wednesday,8454,8910,1385,2040,2147,1825,1355,111,44
880,16,36,#Wednesday,8553,9056,1384,2474,2146,1615,1348,44,45
881,17,36,#Wednesday,8667,8921,1383,2559,2098,1509,1323,3,45
882,18,36,#Wednesday,8933,8943,1381,2253,2345,1571,1346,0,45
883,19,36,#Wednesday,8923,9088,1382,2120,2382,1787,1370,0,46
884,20,36,#Wednesday,8672,9091,1382,2187,2261,1844,1372,0,46
885,21,36,#Wednesday,8221,8969,1378,2371,2104,1707,1364,0,45
886,22,36,#Wednesday,7656,8625,1381,2498,1785,1539,1378,0,45
887,23,36,#Wednesday,7264,8138,1381,2583,1243,1541,1347,0,43
888,0,37,#Thursday,6867,7929,1388,2581,1031,1548,1338,0,43
889,1,37,#Thursday,6732,7961,1390,2432,1644,1135,1316,0,43
890,2,37,#Thursday,6621,7736,1388,2104,1777,1079,1344,0,43
891,3,37,#Thursday,6470,7683,1387,1631,1974,1106,1544,0,42
892,4,37,#Thursday,6584,7850,1392,1682,1956,1149,1629,0,42
893,5,37,#Thursday,6859,7898,1392,1781,1961,1235,1487,0,42
894,6,37,#Thursday,7295,7994,1393,1730,2204,1313,1310,0,42
895,7,37,#Thursday,7967,8275,1392,1454,2619,1386,1379,0,44
896,8,37,#Thursday,8559,8915,1378,1192,2831,1855,1582,30,45
897,9,37,#Thursday,8806,9077,1328,1228,2728,1977,1652,117,45
898,10,37,#Thursday,8853,9044,1335,1548,2575,1821,1540,180,44
899,11,37,#Thursday,8799,8980,1346,1652,2541,1728,1440,226,45
900,12,37,#Thursday,8607,8828,1342,1523,2538,1680,1460,239,45
901,13,37,#Thursday,8673,8758,1354,942,2734,1858,1611,207,51
902,14,37,#Thursday,8397,8432,1290,592,2702,1942,1688,162,55
903,15,37,#Thursday,8351,8237,1326,495,2598,1973,1676,112,54
904,16,37,#Thursday,8311,8105,1343,567,2504,1934,1650,51,54
905,17,37,#Thursday,8601,8110,1354,542,2752,1803,1594,9,55
906,18,37,#Thursday,8908,8185,1371,465,2916,1878,1498,1,55
907,19,37,#Thursday,8865,8097,1370,450,2789,1948,1486,0,55
908,20,37,#Thursday,8629,8092,1379,406,2817,1937,1497,0,55
909,21,37,#Thursday,8172,7806,1381,372,2613,1926,1459,0,54
910,22,37,#Thursday,7566,7511,1385,365,2447,1829,1429,0,56
911,23,37,#Thursday,7249,7478,1384,370,2386,1799,1485,0,54
912,0,38,#Friday,6873,7355,1386,376,2184,1916,1439,0,53
913,1,38,#Friday,6673,7095,1385,363,2213,1595,1485,0,53
914,2,38,#Friday,6599,7141,1387,358,2246,1518,1579,0,53
915,3,38,#Friday,6556,6989,1388,292,2109,1515,1631,0,54
916,4,38,#Friday,6626,6929,1390,271,2089,1513,1611,0,54
917,5,38,#Friday,6900,7150,1392,272,2234,1534,1664,0,53
918,6,38,#Friday,7404,7260,1390,255,2303,1535,1723,0,54
919,7,38,#Friday,8090,7654,1390,218,2603,1582,1801,1,57
920,8,38,#Friday,8600,8040,1369,223,2803,1763,1778,45,59
921,9,38,#Friday,8882,8285,1350,223,2779,1911,1831,130,58
922,10,38,#Friday,8811,8316,1371,205,2738,1909,1829,206,57
923,11,38,#Friday,8719,8379,1347,202,2799,1888,1838,246,59
924,12,38,#Friday,8648,8279,1346,167,2723,1900,1855,233,55
925,13,38,#Friday,8665,8322,1367,166,2764,1890,1847,230,57
926,14,38,#Friday,8531,8348,1372,138,2850,1892,1855,184,56
927,15,38,#Friday,8446,8177,1384,182,2707,1887,1830,131,56
928,16,38,#Friday,8527,8049,1383,176,2641,1895,1829,67,56
929,17,38,#Friday,8609,7921,1382,170,2575,1904,1829,3,57
930,18,38,#Friday,9092,8155,1379,112,2846,1918,1844,0,57
931,19,38,#Friday,8918,8114,1380,81,2825,1935,1834,0,57
932,20,38,#Friday,8694,7983,1380,30,2739,1933,1848,0,57
933,21,38,#Friday,8277,7894,1380,34,2674,1918,1832,0,56
934,22,38,#Friday,7657,7761,1381,36,2521,1932,1837,0,55
935,23,38,#Friday,7201,7482,1380,45,2233,1929,1839,0,55
936,0,39,#Saturday,6867,7347,1384,57,2238,1920,1691,0,56
937,1,39,#Saturday,6657,6527,1381,55,1845,1494,1696,0,55
938,2,39,#Saturday,6584,6535,1388,43,1837,1518,1692,0,56
939,3,39,#Saturday,6467,6472,1383,33,1798,1513,1690,0,54
940,4,39,#Saturday,6511,6430,1387,41,1747,1512,1688,0,54
941,5,39,#Saturday,6552,6417,1389,19,1747,1518,1687,0,56
942,6,39,#Saturday,6783,6342,1386,25,1729,1511,1636,0,57
943,7,39,#Saturday,7096,6842,1386,34,2163,1546,1655,0,57
944,8,39,#Saturday,7591,7248,1385,19,2326,1703,1712,44,58
945,9,39,#Saturday,8011,7729,1386,8,2411,1898,1797,174,57
946,10,39,#Saturday,7946,7999,1387,-6,2460,1893,1873,319,55
947,11,39,#Saturday,8039,8114,1388,-19,2528,1894,1865,400,55
948,12,39,#Saturday,7898,8062,1388,-22,2440,1908,1875,417,55
949,13,39,#Saturday,7770,8067,1387,-16,2453,1913,1871,403,55
950,14,39,#Saturday,7498,7795,1388,-6,2237,1903,1827,390,56
951,15,39,#Saturday,7359,7515,1384,-8,2179,1877,1701,323,58
952,16,39,#Saturday,7518,7400,1387,-4,2255,1880,1683,141,57
953,17,39,#Saturday,7908,7532,1390,40,2356,1890,1785,13,57
954,18,39,#Saturday,8435,7724,1388,157,2434,1896,1790,0,57
955,19,39,#Saturday,8380,7764,1391,339,2356,1918,1704,0,55
956,20,39,#Saturday,8315,7875,1387,436,2552,1823,1618,0,58
957,21,39,#Saturday,7784,7530,1387,476,2261,1807,1539,0,59
958,22,39,#Saturday,7239,7458,1386,480,2186,1806,1542,0,59
959,23,39,#Saturday,6891,7362,1387,451,2100,1807,1560,0,57
960,0,40,#Sunday,6558,6915,1389,401,1832,1666,1572,0,54
961,1,40,#Sunday,6377,6314,1388,331,1672,1375,1493,0,53
962,2,40,#Sunday,6103,6179,1392,286,1620,1326,1498,0,56
963,3,40,#Sunday,6174,6179,1391,125,1680,1339,1590,0,54
964,4,40,#Sunday,6206,6184,1391,105,1655,1337,1642,0,54
965,5,40,#Sunday,6286,6182,1395,125,1620,1324,1664,0,55
966,6,40,#Sunday,6378,6111,1391,102,1614,1320,1627,0,55
967,7,40,#Sunday,6561,6050,1391,38,1600,1321,1637,4,57
968,8,40,#Sunday,6802,6395,1391,30,1665,1488,1647,115,58
969,9,40,#Sunday,7028,6474,1392,26,1639,1455,1592,309,58
970,10,40,#Sunday,6896,6581,1392,12,1813,1339,1460,507,57
971,11,40,#Sunday,6820,6670,1390,51,1804,1278,1461,627,57
972,12,40,#Sunday,6744,6671,1395,66,1766,1271,1460,656,57
973,13,40,#Sunday,6760,6674,1391,19,1821,1268,1478,641,54
974,14,40,#Sunday,6508,6440,1390,18,1693,1265,1460,556,55
975,15,40,#Sunday,6599,6327,1390,5,1772,1268,1483,350,56
976,16,40,#Sunday,6704,6240,1390,42,1818,1334,1493,106,55
977,17,40,#Sunday,7193,6600,1391,132,2074,1441,1499,6,56
978,18,40,#Sunday,7783,6945,1391,252,2172,1478,1595,0,56
979,19,40,#Sunday,7842,7246,1393,357,2225,1497,1717,0,56
980,20,40,#Sunday,7718,7441,1393,588,2104,1538,1759,0,57
981,21,40,#Sunday,7505,7445,1394,895,1915,1447,1736,0,57
982,22,40,#Sunday,7000,7468,1392,1136,1788,1497,1596,0,58
983,23,40,#Sunday,6627,7520,1392,1278,1699,1493,1597,0,60
984,0,41,#Monday,6282,7392,1390,1480,1454,1422,1587,0,59
985,1,41,#Monday,6096,7060,1391,1711,1169,1302,1430,0,58
986,2,41,#Monday,6036,7004,1392,1563,1237,1322,1431,0,58
987,3,41,#Monday,6041,6778,1394,1449,1095,1332,1449,0,58
988,4,41,#Monday,5997,6744,1392,1488,914,1307,1586,0,57
989,5,41,#Monday,6366,7055,1392,1529,1143,1311,1623,0,58
990,6,41,#Monday,7195,7289,1393,1540,1345,1337,1611,0,62
991,7,41,#Monday,7976,8046,1393,1629,1921,1414,1628,0,60
992,8,41,#Monday,8471,8108,1390,1512,2078,1513,1497,58,57
993,9,41,#Monday,8660,8093,1357,1125,2121,1556,1629,243,59
994,10,41,#Monday,8625,8268,1339,740,2104,1877,1752,391,63
995,11,41,#Monday,8532,8219,1350,606,2093,1895,1777,434,64
996,12,41,#Monday,8403,8000,1361,556,1944,1894,1744,436,62
997,13,41,#Monday,8393,8008,1357,649,1938,1876,1760,362,63
998,14,41,#Monday,8308,7876,1377,700,1894,1855,1721,262,64
