time,hour,day,weekday,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
53282,2,2227,#Wednesday,6058,5712,1368,390,1066,1680,1144,0,58
53283,3,2227,#Wednesday,5967,5703,1369,476,1015,1663,1120,0,57
53284,4,2227,#Wednesday,6055,5768,1369,481,1072,1673,1106,0,57
53285,5,2227,#Wednesday,6293,5853,1369,464,1181,1682,1097,0,57
53286,6,2227,#Wednesday,7003,5910,1370,460,1211,1674,1135,0,58
53287,7,2227,#Wednesday,7815,6244,1370,598,1310,1725,1165,0,59
53288,8,2227,#Wednesday,8189,6597,1368,852,1363,1677,1232,25,63
53289,9,2227,#Wednesday,8313,6702,1367,745,1381,1643,1287,184,63
53290,10,2227,#Wednesday,8033,6875,1368,666,1555,1638,1215,369,59
53291,11,2227,#Wednesday,7785,7052,1366,963,1392,1601,1163,502,60
53292,12,2227,#Wednesday,7585,7108,1370,986,1377,1650,1161,497,60
53293,13,2227,#Wednesday,7707,7092,1374,1051,1309,1637,1183,466,60
53294,14,2227,#Wednesday,7691,7162,1358,864,1644,1656,1204,371,60
53295,15,2227,#Wednesday,7786,7177,1357,980,1760,1664,1119,232,60
53296,16,2227,#Wednesday,7886,6997,1359,1146,1509,1645,1129,145,59
53297,17,2227,#Wednesday,8237,6674,1332,1147,1337,1622,1124,30,61
53298,18,2227,#Wednesday,8596,6755,1359,1096,1474,1605,1156,0,61
53299,19,2227,#Wednesday,8488,6771,1363,1072,1519,1580,1161,1,61
53300,20,2227,#Wednesday,8335,6724,1360,1069,1502,1584,1132,1,60
53301,21,2227,#Wednesday,7896,6630,1361,1052,1474,1563,1116,0,58
53302,22,2227,#Wednesday,7127,6550,1362,1021,1416,1600,1087,0,60
53303,23,2227,#Wednesday,6639,6200,1364,1013,1148,1533,1077,0,60
53304,0,2228,#Thursday,6390,6286,1361,975,1129,1647,1088,0,61
53305,1,2228,#Thursday,6190,6249,1362,1184,1041,1545,1058,0,59
53306,2,2228,#Thursday,6089,6276,1372,1138,1019,1595,1091,0,59
53307,3,2228,#Thursday,5991,6307,1370,1136,1016,1616,1097,0,59
53308,4,2228,#Thursday,6126,6364,1372,1217,1017,1622,1077,0,59
53309,5,2228,#Thursday,6374,6348,1370,1278,1034,1526,1082,0,58
53310,6,2228,#Thursday,6939,6433,1370,1332,1075,1509,1084,0,59
53311,7,2228,#Thursday,7724,6845,1372,1341,1271,1622,1168,0,60
53312,8,2228,#Thursday,8295,6987,1371,1263,1361,1637,1223,50,62
53313,9,2228,#Thursday,8085,7129,1327,1187,1446,1592,1241,253,62
53314,10,2228,#Thursday,7707,7536,1333,1419,1369,1613,1246,480,61
53315,11,2228,#Thursday,7427,7709,1341,1525,1354,1598,1177,649,59
53316,12,2228,#Thursday,7140,7534,1326,1529,1166,1582,1131,725,60
53317,13,2228,#Thursday,7295,7537,1337,1589,1176,1555,1102,697,60
53318,14,2228,#Thursday,7380,7615,1321,1651,1205,1628,1150,583,58
53319,15,2228,#Thursday,7443,7497,1350,1540,1283,1670,1171,419,59
53320,16,2228,#Thursday,7783,7210,1323,1347,1409,1664,1210,192,59
53321,17,2228,#Thursday,8183,6850,1359,1202,1352,1675,1181,10,59
53322,18,2228,#Thursday,8598,6961,1372,1296,1444,1617,1162,0,60
53323,19,2228,#Thursday,8606,7143,1370,1307,1524,1651,1210,0,61
53324,20,2228,#Thursday,8295,7012,1369,1210,1528,1657,1171,0,60
53325,21,2228,#Thursday,8058,6912,1373,1163,1490,1658,1150,0,62
53326,22,2228,#Thursday,7367,6744,1371,1212,1337,1638,1115,0,61
53327,23,2228,#Thursday,6826,6602,1372,1260,1223,1621,1065,0,61
53328,0,2229,#Friday,6430,6696,1374,1391,1133,1648,1087,0,59
53329,1,2229,#Friday,6248,6583,1381,1350,1028,1654,1106,0,59
53330,2,2229,#Friday,6106,6525,1382,1308,1023,1654,1101,0,58
53331,3,2229,#Friday,6047,6503,1383,1272,1038,1648,1102,0,59
53332,4,2229,#Friday,6109,6478,1384,1298,1005,1632,1101,0,59
53333,5,2229,#Friday,6419,6533,1383,1296,1058,1634,1102,0,59
53334,6,2229,#Friday,7068,6654,1386,1403,1090,1624,1092,0,58
53335,7,2229,#Friday,7904,7254,1386,1522,1415,1663,1194,3,59
53336,8,2229,#Friday,8324,7445,1383,1534,1464,1664,1216,85,60
53337,9,2229,#Friday,8257,7576,1315,1716,1487,1624,1101,268,59
53338,10,2229,#Friday,7989,7722,1315,1687,1469,1628,1138,420,60
53339,11,2229,#Friday,7578,7929,1366,1651,1457,1624,1143,622,58
53340,12,2229,#Friday,7287,7616,1337,1574,1289,1537,1060,757,56
53341,13,2229,#Friday,7125,7489,1360,1507,1225,1541,1064,729,56
53342,14,2229,#Friday,7119,7487,1318,1549,1288,1555,1090,619,57
53343,15,2229,#Friday,7263,7329,1335,1500,1262,1559,1091,514,58
53344,16,2229,#Friday,7555,6908,1367,1402,1161,1550,1078,277,57
53345,17,2229,#Friday,8110,6909,1368,1342,1324,1608,1156,32,59
53346,18,2229,#Friday,8625,7238,1370,1380,1513,1682,1201,0,59
53347,21,2229,#Friday,7940,6893,1371,1067,1536,1659,1188,0,58
53348,22,2229,#Friday,7542,6769,1373,1087,1453,1667,1129,0,58
53349,7,2230,#Saturday,6779,6549,1384,1231,1072,1664,1114,0,57
53350,8,2230,#Saturday,7189,7019,1385,1136,1560,1664,1152,74,55
53351,9,2230,#Saturday,7219,6999,1364,1136,1428,1642,1121,243,56
53352,10,2230,#Saturday,7263,6991,1354,1086,1365,1635,1092,389,58
53353,11,2230,#Saturday,7259,7085,1336,1156,1295,1616,1149,463,59
53354,12,2230,#Saturday,7079,7114,1371,1201,1245,1633,1102,497,58
53355,13,2230,#Saturday,6965,6946,1365,1196,1110,1625,1088,487,58
53356,14,2230,#Saturday,6938,6890,1338,1201,1063,1604,1186,436,58
53357,15,2230,#Saturday,7063,6789,1357,1191,1076,1610,1168,320,58
53358,16,2230,#Saturday,7382,6711,1369,1079,1133,1647,1275,136,58
53359,17,2230,#Saturday,7732,6681,1332,1017,1220,1664,1361,11,60
53360,18,2230,#Saturday,8158,6848,1369,1073,1331,1673,1314,0,61
53361,19,2230,#Saturday,8048,6890,1367,1081,1370,1677,1306,0,59
53362,20,2230,#Saturday,7936,6856,1368,1077,1349,1683,1305,0,59
53363,21,2230,#Saturday,7412,6902,1371,1293,1258,1642,1266,0,58
53364,22,2230,#Saturday,6993,6738,1373,1405,1179,1651,1076,0,57
53365,23,2230,#Saturday,6526,6816,1372,1604,1110,1608,1065,0,56
53366,0,2231,#Sunday,6145,6891,1375,1753,1032,1613,1061,0,56
53367,1,2231,#Sunday,5923,6875,1376,1793,930,1636,1075,0,56
53368,2,2231,#Sunday,5796,6868,1376,1777,911,1662,1084,0,56
53369,3,2231,#Sunday,5703,6860,1383,1761,907,1654,1094,0,57
53370,4,2231,#Sunday,5701,6765,1383,1690,920,1610,1105,0,57
53371,5,2231,#Sunday,5787,6507,1385,1558,926,1476,1104,0,57
53372,6,2231,#Sunday,5978,6415,1379,1505,950,1423,1095,0,56
53373,7,2231,#Sunday,6234,6366,1381,1419,977,1420,1082,5,55
53374,8,2231,#Sunday,6352,6485,1380,1266,1107,1413,1125,133,56
53375,9,2231,#Sunday,6155,6548,1380,1165,1110,1413,1058,363,56
53376,10,2231,#Sunday,5770,6661,1383,1073,1065,1410,1058,608,56
53377,11,2231,#Sunday,5556,6690,1381,987,1024,1408,1039,791,55
53378,12,2231,#Sunday,5335,6604,1382,906,976,1401,1029,849,56
53379,13,2231,#Sunday,5265,6359,1382,900,779,1383,1016,838,56
53380,14,2231,#Sunday,5184,6277,1383,868,721,1398,1015,826,56
53381,15,2231,#Sunday,5503,6317,1384,766,883,1490,1078,640,56
53382,16,2231,#Sunday,5841,6396,1382,706,1033,1582,1141,473,57
53383,17,2231,#Sunday,6716,6004,1379,491,1179,1679,1149,62,57
53384,18,2231,#Sunday,7501,6247,1380,464,1381,1723,1214,0,58
53385,19,2231,#Sunday,7552,6286,1381,511,1423,1723,1187,0,58
53386,20,2231,#Sunday,7439,6225,1381,534,1335,1715,1198,0,57
53387,21,2231,#Sunday,7180,6202,1381,505,1345,1698,1198,0,58
53388,22,2231,#Sunday,6549,5971,1381,458,1278,1666,1128,0,57
53389,23,2231,#Sunday,6239,5896,1379,466,1179,1673,1123,0,57
53390,0,2232,#Monday,5977,5952,1379,495,1236,1645,1125,0,56
53391,1,2232,#Monday,5813,5748,1382,468,1042,1665,1133,0,56
53392,2,2232,#Monday,5742,5752,1382,467,1064,1679,1101,0,56
53393,3,2232,#Monday,5694,5848,1380,481,1095,1698,1125,0,56
53394,4,2232,#Monday,5773,5881,1382,492,1097,1697,1155,0,56
53395,5,2232,#Monday,6073,5916,1384,455,1135,1693,1192,0,56
53396,6,2232,#Monday,6719,5936,1382,415,1199,1678,1202,0,56
53397,7,2232,#Monday,7944,6163,1383,364,1442,1689,1209,16,55
53398,8,2232,#Monday,8024,6384,1365,286,1477,1637,1177,382,56
53399,9,2232,#Monday,8082,6484,1373,240,1427,1620,1164,597,57
53400,10,2232,#Monday,7580,6501,1346,245,1353,1478,1101,911,55
53401,11,2232,#Monday,7054,6807,1355,297,1378,1561,1069,1073,56
53402,12,2232,#Monday,6887,6868,1337,337,1352,1524,1104,1139,55
53403,13,2232,#Monday,6887,6860,1367,344,1378,1525,1058,1128,56
53404,14,2232,#Monday,6912,6714,1369,334,1332,1515,1085,1015,56
53405,15,2232,#Monday,7071,6387,1368,334,1311,1504,1062,746,57
53406,16,2232,#Monday,7536,6176,1372,320,1358,1548,1110,391,56
53407,17,2232,#Monday,8390,6087,1380,366,1395,1657,1204,0,57
53408,18,2232,#Monday,8720,6280,1377,428,1554,1652,1180,0,58
53409,21,2232,#Monday,8025,6272,1377,446,1526,1670,1177,0,57
53410,22,2232,#Monday,7473,6372,1378,462,1522,1728,1218,0,56
53411,23,2232,#Monday,6973,6083,1381,516,1257,1684,1184,0,56
53412,0,2233,#Tuesday,6569,6096,1391,665,1176,1662,1144,0,55
53413,1,2233,#Tuesday,6391,6033,1390,794,1049,1662,1084,0,58
53414,2,2233,#Tuesday,6284,6134,1391,907,1037,1661,1082,0,56
53415,3,2233,#Tuesday,6245,6201,1391,989,1023,1660,1081,0,57
53416,4,2233,#Tuesday,6335,6282,1390,1046,1031,1663,1097,0,55
53417,5,2233,#Tuesday,6554,6253,1389,994,1088,1619,1097,0,57
53418,6,2233,#Tuesday,7099,6380,1392,939,1269,1597,1105,0,56
53419,7,2233,#Tuesday,8124,6678,1388,918,1625,1567,1117,2,56
53420,8,2233,#Tuesday,8337,6826,1392,905,1699,1583,1151,54,57
53421,9,2233,#Tuesday,7742,6884,1391,838,1526,1489,1087,502,56
53422,10,2233,#Tuesday,7531,6924,1387,742,1368,1428,1074,871,53
53423,11,2233,#Tuesday,7142,7245,1387,823,1342,1458,1064,1101,57
53424,12,2233,#Tuesday,6967,7318,1381,881,1317,1469,1023,1186,57
53425,13,2233,#Tuesday,6905,7220,1381,871,1340,1365,1036,1164,57
53426,14,2233,#Tuesday,6929,7183,1385,883,1338,1387,1068,1061,56
53427,15,2233,#Tuesday,6981,6821,1387,909,1292,1329,1005,840,57
53428,16,2233,#Tuesday,7466,6855,1391,1021,1318,1442,1101,508,59
53429,17,2233,#Tuesday,8187,6587,1392,1077,1369,1482,1095,105,59
53430,18,2233,#Tuesday,8688,6785,1393,1129,1505,1555,1126,11,61
53431,21,2233,#Tuesday,8137,6987,1390,1250,1499,1592,1176,0,59
53432,22,2233,#Tuesday,7475,6885,1389,1221,1426,1589,1192,0,59
53433,23,2233,#Tuesday,7010,6585,1391,1214,1223,1573,1122,0,60
53434,0,2234,#Wednesday,6598,6483,1391,1153,1149,1586,1142,0,58
53435,1,2234,#Wednesday,6370,6343,1392,1164,1011,1562,1155,0,59
53436,2,2234,#Wednesday,6279,6303,1389,1161,993,1584,1116,0,60
53437,3,2234,#Wednesday,6216,6182,1390,1053,991,1590,1098,0,59
53438,4,2234,#Wednesday,6255,6127,1388,1007,1000,1588,1083,0,59
53439,5,2234,#Wednesday,6537,6190,1393,1004,1004,1590,1140,0,59
53440,6,2234,#Wednesday,7085,6090,1391,925,1069,1532,1111,0,60
53441,9,2234,#Wednesday,8297,6448,1385,485,1327,1606,1159,403,59
53442,10,2234,#Wednesday,7555,6687,1380,260,1477,1544,1096,867,58
53443,22,2237,#Saturday,6760,5493,1380,65,1263,1532,1181,0,73
53444,23,2237,#Saturday,6380,5520,1383,59,1272,1517,1210,0,72
53445,0,2238,#Sunday,6098,5296,1380,54,1098,1493,1198,0,72
53446,1,2238,#Sunday,5937,5196,1381,54,1012,1489,1187,0,72
53447,2,2238,#Sunday,5783,5211,1380,39,1009,1487,1221,0,71
53448,3,2238,#Sunday,5717,5347,1382,51,1089,1495,1256,0,73
53449,4,2238,#Sunday,5710,5326,1380,71,1082,1491,1229,0,73
53450,5,2238,#Sunday,5789,5288,1380,71,1050,1498,1216,0,72
53451,6,2238,#Sunday,5899,5216,1379,89,983,1501,1191,0,73
53452,7,2238,#Sunday,6108,5269,1384,121,968,1510,1209,0,72
53453,8,2238,#Sunday,6443,5407,1381,158,981,1535,1235,37,72
53454,9,2238,#Sunday,6619,5705,1382,187,1076,1563,1258,143,70
53455,10,2238,#Sunday,6577,5766,1380,193,1070,1562,1252,223,71
53456,11,2238,#Sunday,6530,5826,1383,207,1076,1558,1255,272,71
53457,12,2238,#Sunday,6490,5809,1381,189,1031,1559,1272,302,71
53458,13,2238,#Sunday,6497,5745,1383,186,1069,1556,1201,272,71
53459,14,2238,#Sunday,6490,5772,1381,225,1086,1554,1200,235,70
53460,15,2238,#Sunday,6601,5748,1383,282,1094,1557,1198,158,71
53461,16,2238,#Sunday,6857,5802,1385,388,1065,1568,1240,82,69
53462,17,2238,#Sunday,7192,5974,1384,571,1095,1585,1240,11,70
53463,18,2238,#Sunday,7612,6209,1382,758,1147,1584,1242,0,71
53464,19,2238,#Sunday,7571,6370,1381,875,1201,1581,1234,0,70
53465,20,2238,#Sunday,7472,6466,1384,984,1168,1578,1250,0,71
53466,21,2238,#Sunday,7144,6547,1381,1069,1147,1585,1280,0,72
53467,22,2238,#Sunday,6764,6573,1387,1103,1140,1571,1294,0,69
53468,23,2238,#Sunday,6399,6514,1387,1172,1033,1573,1279,0,70
53469,0,2239,#Monday,6048,6449,1387,1241,981,1571,1201,0,69
53470,1,2239,#Monday,5868,6350,1391,1337,880,1545,1128,0,70
53471,2,2239,#Monday,5765,6446,1388,1428,880,1547,1132,0,68
53472,3,2239,#Monday,5785,6501,1386,1469,868,1567,1140,0,68
53473,4,2239,#Monday,5886,6514,1386,1460,873,1573,1149,0,68
53474,5,2239,#Monday,6146,6578,1386,1524,888,1571,1141,0,67
53475,6,2239,#Monday,6950,6739,1386,1586,974,1569,1160,0,63
53476,10,2239,#Monday,8642,7384,1330,1661,1235,1568,1211,302,69
53477,11,2239,#Monday,8415,7400,1348,1673,1216,1534,1130,420,69
53478,12,2239,#Monday,8349,7499,1350,1711,1186,1553,1124,500,69
53479,13,2239,#Monday,8316,7641,1354,1719,1273,1556,1173,471,67
53480,14,2239,#Monday,8260,7644,1341,1677,1433,1573,1145,395,69
53481,15,2239,#Monday,8208,7343,1337,1741,1325,1435,1157,270,68
53482,16,2239,#Monday,8224,7002,1313,1622,1251,1429,1173,141,69
53483,17,2239,#Monday,8323,6888,1318,1502,1289,1417,1242,48,69
53484,18,2239,#Monday,8788,7111,1362,1599,1399,1437,1233,0,69
53485,19,2239,#Monday,8605,7058,1364,1528,1393,1453,1242,0,69
53486,20,2239,#Monday,8574,7053,1364,1478,1409,1469,1252,0,70
53487,21,2239,#Monday,8001,6882,1369,1324,1386,1473,1252,0,69
53488,22,2239,#Monday,7455,6742,1369,1301,1326,1457,1222,0,67
53489,23,2239,#Monday,6946,6506,1369,1298,1115,1438,1212,0,70
53490,0,2240,#Tuesday,6629,6396,1371,1263,1086,1423,1183,0,70
53491,1,2240,#Tuesday,6456,6237,1372,1214,952,1422,1203,0,69
53492,2,2240,#Tuesday,6388,6304,1375,1285,938,1409,1221,0,69
53493,3,2240,#Tuesday,6357,6338,1376,1335,939,1415,1204,0,69
53494,4,2240,#Tuesday,6401,6280,1373,1267,943,1422,1204,0,69
53495,5,2240,#Tuesday,6654,6245,1378,1159,969,1430,1233,0,68
53496,6,2240,#Tuesday,7138,6167,1378,1083,1001,1422,1201,0,68
53497,7,2240,#Tuesday,7725,6321,1388,1050,1226,1402,1184,0,67
53498,8,2240,#Tuesday,8250,6597,1374,1058,1328,1441,1218,101,67
53499,9,2240,#Tuesday,8776,6874,1360,1066,1430,1481,1252,202,67
53500,10,2240,#Tuesday,8666,6913,1374,957,1477,1486,1243,303,65
53501,11,2240,#Tuesday,8452,6761,1378,810,1441,1412,1241,398,66
53502,12,2240,#Tuesday,8330,6701,1376,706,1367,1474,1253,457,66
53503,13,2240,#Tuesday,8328,6652,1376,668,1282,1513,1323,418,68
53504,14,2240,#Tuesday,8221,6650,1376,588,1308,1556,1384,363,66
53505,15,2240,#Tuesday,8204,6556,1375,553,1322,1553,1408,273,66
53506,16,2240,#Tuesday,8257,6536,1376,521,1417,1589,1414,136,66
53507,17,2240,#Tuesday,8420,6473,1378,508,1530,1603,1337,38,66
53508,18,2240,#Tuesday,8819,6406,1378,562,1404,1613,1367,0,67
53509,19,2240,#Tuesday,8887,6479,1377,565,1440,1616,1386,0,69
53510,20,2240,#Tuesday,8538,6453,1376,386,1625,1635,1339,0,66
53511,21,2240,#Tuesday,8187,6355,1375,347,1595,1618,1353,0,65
53512,22,2240,#Tuesday,7538,6366,1378,335,1591,1607,1379,0,67
53513,23,2240,#Tuesday,6985,6028,1377,377,1233,1610,1360,0,70
53514,0,2241,#Wednesday,6747,6027,1376,413,1124,1587,1457,0,69
53515,1,2241,#Wednesday,6495,5954,1375,408,1134,1589,1377,0,70
53516,2,2241,#Wednesday,6395,5895,1377,401,1069,1576,1395,0,70
53517,3,2241,#Wednesday,6395,5892,1378,390,1086,1603,1364,0,70
53518,4,2241,#Wednesday,6470,6025,1376,435,1128,1606,1409,0,70
53519,5,2241,#Wednesday,6740,6110,1378,626,1089,1598,1349,0,68
53520,6,2241,#Wednesday,7294,6183,1379,718,1017,1567,1416,0,70
53521,7,2241,#Wednesday,8007,6431,1378,704,1180,1521,1451,98,71
53522,8,2241,#Wednesday,8609,6620,1376,697,1335,1473,1448,197,71
53523,9,2241,#Wednesday,8299,6546,1364,588,1302,1419,1362,426,70
53524,10,2241,#Wednesday,8177,6525,1354,469,1276,1405,1359,589,69
53525,11,2241,#Wednesday,7853,6421,1355,421,1228,1345,1275,723,69
53526,12,2241,#Wednesday,7683,6417,1347,304,1254,1391,1309,741,67
53527,13,2241,#Wednesday,7533,6482,1358,219,1296,1403,1333,797,66
53528,14,2241,#Wednesday,7517,6459,1322,257,1307,1436,1330,734,67
53529,15,2241,#Wednesday,7698,6365,1366,238,1323,1471,1401,491,71
53530,16,2241,#Wednesday,8017,6253,1369,262,1319,1512,1447,270,69
53531,17,2241,#Wednesday,8337,6137,1372,283,1310,1553,1469,65,71
53532,20,2241,#Wednesday,8814,6369,1369,406,1512,1568,1440,0,74
53533,21,2241,#Wednesday,8281,6359,1368,451,1478,1535,1427,0,72
53534,22,2241,#Wednesday,7673,6281,1368,450,1425,1512,1447,0,72
53535,23,2241,#Wednesday,7095,5956,1377,418,1162,1515,1407,0,73
53536,0,2242,#Thursday,6745,5932,1375,354,1153,1531,1441,0,73
53537,1,2242,#Thursday,6569,5724,1378,352,1008,1482,1434,0,72
53538,2,2242,#Thursday,6458,5688,1376,376,990,1474,1401,0,72
53539,3,2242,#Thursday,6413,5646,1377,375,990,1480,1351,0,72
53540,4,2242,#Thursday,6509,5667,1377,377,1000,1479,1362,0,73
53541,5,2242,#Thursday,6719,5777,1379,375,1025,1476,1431,0,73
53542,6,2242,#Thursday,7232,5697,1380,365,1053,1483,1342,0,74
53543,9,2242,#Thursday,8543,6384,1378,377,1339,1478,1369,366,73
53544,10,2242,#Thursday,7864,6693,1346,305,1345,1455,1385,774,71
53545,11,2242,#Thursday,7500,6750,1358,383,1195,1485,1350,897,72
53546,12,2242,#Thursday,7307,6895,1307,464,1202,1513,1344,991,71
53547,13,2242,#Thursday,7324,7062,1330,573,1248,1504,1334,998,70
53548,14,2242,#Thursday,7372,7024,1321,707,1266,1481,1286,884,71
53549,15,2242,#Thursday,7625,6773,1313,750,1242,1485,1304,592,71
53550,16,2242,#Thursday,7735,6592,1308,753,1171,1481,1348,445,70
53551,17,2242,#Thursday,8292,6597,1346,735,1324,1584,1436,86,72
53552,20,2242,#Thursday,8602,6681,1359,693,1482,1600,1463,0,72
53553,21,2242,#Thursday,8232,6646,1360,764,1461,1568,1421,0,71
53554,22,2242,#Thursday,7619,6521,1359,712,1405,1556,1415,0,73
53555,23,2242,#Thursday,7072,6199,1364,599,1199,1576,1387,0,74
53556,0,2243,#Friday,6808,6329,1363,605,1237,1617,1433,0,74
53557,1,2243,#Friday,6570,6166,1375,600,1066,1620,1431,0,74
53558,2,2243,#Friday,6414,6270,1376,732,1077,1598,1408,0,73
53559,3,2243,#Friday,6459,6339,1376,792,1068,1592,1437,0,73
53560,4,2243,#Friday,6525,6403,1379,822,1075,1592,1450,0,74
53561,5,2243,#Friday,6810,6526,1382,959,1071,1597,1440,0,74
53562,6,2243,#Friday,7346,6626,1382,985,1078,1629,1463,0,75
53563,7,2243,#Friday,7927,6963,1382,1012,1373,1625,1459,3,75
53564,8,2243,#Friday,8009,7182,1344,1019,1367,1598,1414,347,74
53565,9,2243,#Friday,8202,7245,1307,820,1379,1610,1441,610,73
53566,10,2243,#Friday,7751,7715,1340,1277,1295,1526,1342,863,72
53567,11,2243,#Friday,7439,7759,1355,1364,1182,1495,1331,952,74
53568,12,2243,#Friday,7236,7696,1351,1279,1129,1496,1384,978,72
53569,13,2243,#Friday,7190,7809,1358,1292,1221,1493,1323,1034,73
53570,14,2243,#Friday,7182,7692,1280,1248,1209,1549,1332,993,73
53571,15,2243,#Friday,7286,7327,1342,1197,1182,1504,1309,715,73
53572,16,2243,#Friday,7624,6892,1360,1218,1124,1485,1259,368,72
53573,17,2243,#Friday,8128,6941,1359,1275,1229,1505,1389,106,71
53574,0,2244,#Saturday,6645,6396,1369,882,1254,1604,1214,0,75
53575,1,2244,#Saturday,6527,6275,1367,844,1190,1606,1190,0,75
53576,2,2244,#Saturday,6396,6228,1372,740,1253,1583,1199,0,74
53577,3,2244,#Saturday,6342,6123,1376,606,1334,1575,1158,0,74
53578,4,2244,#Saturday,6419,6009,1374,514,1310,1572,1164,0,75
53579,5,2244,#Saturday,6482,5880,1374,417,1255,1575,1184,0,75
53580,6,2244,#Saturday,6760,6012,1373,431,1298,1604,1222,0,74
53581,7,2244,#Saturday,6919,6000,1375,344,1213,1581,1215,194,75
53582,8,2244,#Saturday,7084,6022,1376,279,1211,1599,1222,254,76
53583,9,2244,#Saturday,6971,6050,1375,176,1105,1540,1166,607,75
53584,10,2244,#Saturday,6517,6149,1373,113,963,1554,1128,915,74
53585,11,2244,#Saturday,6340,6189,1375,101,957,1555,1132,978,74
53586,12,2244,#Saturday,6178,6239,1376,88,956,1558,1142,1039,74
53587,13,2244,#Saturday,6118,6144,1374,81,953,1511,1122,1025,74
53588,14,2244,#Saturday,6118,6047,1375,66,913,1494,1128,992,73
53589,15,2244,#Saturday,6233,5767,1373,61,800,1500,1134,818,73
53590,16,2244,#Saturday,6758,5647,1378,76,1027,1483,1107,500,73
53591,17,2244,#Saturday,7380,5548,1374,96,1072,1590,1213,127,73
53592,18,2244,#Saturday,8031,5778,1375,131,1289,1651,1227,8,73
53593,19,2244,#Saturday,8080,5875,1378,165,1357,1662,1223,0,73
53594,20,2244,#Saturday,7890,5816,1374,188,1294,1665,1223,0,73
53595,21,2244,#Saturday,7568,5816,1371,205,1276,1622,1257,0,74
53596,22,2244,#Saturday,6980,5741,1373,273,1174,1594,1250,0,75
53597,23,2244,#Saturday,6601,5727,1372,357,1082,1598,1250,0,71
53598,0,2245,#Sunday,6383,5705,1374,373,1089,1595,1194,0,69
53599,1,2245,#Sunday,6217,5551,1373,373,993,1578,1164,0,69
53600,2,2245,#Sunday,5990,5618,1373,375,966,1577,1243,0,68
53601,3,2245,#Sunday,5975,5508,1379,373,943,1571,1174,0,69
53602,4,2245,#Sunday,5978,5401,1378,371,943,1468,1171,0,68
53603,5,2245,#Sunday,6072,5197,1373,370,960,1265,1160,0,68
53604,6,2245,#Sunday,6217,5208,1378,272,1222,1019,1226,0,68
53605,7,2245,#Sunday,6308,4987,1377,227,1083,987,1201,41,67
53606,8,2245,#Sunday,6213,5110,1379,158,1040,933,1168,360,66
53607,11,2245,#Sunday,5474,5627,1377,141,952,922,1143,1018,68
53608,12,2245,#Sunday,5383,5650,1376,91,974,928,1149,1054,70
53609,13,2245,#Sunday,5356,5607,1374,87,973,924,1141,1031,70
53610,14,2245,#Sunday,5412,5546,1376,96,969,920,1139,970,71
53611,15,2245,#Sunday,5578,5474,1374,103,977,979,1127,841,71
53612,18,2245,#Sunday,7695,5790,1373,355,1621,1117,1281,0,72
53613,19,2245,#Sunday,7705,5611,1379,284,1518,1133,1224,0,70
53614,20,2245,#Sunday,7596,5517,1375,315,1391,1143,1216,0,67
53615,21,2245,#Sunday,7350,5512,1378,334,1343,1146,1242,0,69
53616,22,2245,#Sunday,6818,5550,1377,377,1353,1143,1230,0,68
53617,23,2245,#Sunday,6389,5399,1377,443,1129,1135,1246,0,70
53618,0,2246,#Monday,6145,5281,1378,522,1059,1090,1163,0,70
53619,1,2246,#Monday,5996,5250,1379,588,980,1086,1149,0,68
53620,2,2246,#Monday,5812,5302,1378,688,929,1094,1144,0,67
53621,3,2246,#Monday,5761,5304,1376,757,866,1091,1147,0,68
53622,4,2246,#Monday,5839,5315,1377,804,848,1088,1130,0,68
53623,5,2246,#Monday,6198,5338,1378,821,869,1083,1119,0,68
53624,6,2246,#Monday,7076,5431,1378,728,974,1097,1185,0,68
53625,9,2246,#Monday,8005,5947,1348,364,1274,1090,1114,685,67
53626,10,2246,#Monday,7586,6283,1366,308,1306,1076,1106,1051,67
53627,11,2246,#Monday,7190,6412,1331,325,1262,1078,1157,1162,69
53628,12,2246,#Monday,7034,6453,1312,348,1290,1078,1165,1177,69
53629,13,2246,#Monday,7067,6491,1317,378,1313,1075,1177,1157,69
53630,14,2246,#Monday,7129,6269,1312,355,1061,1071,1288,1107,68
53631,15,2246,#Monday,7168,6090,1341,400,1013,1066,1289,907,67
53632,16,2246,#Monday,7603,5932,1331,407,1151,1107,1356,504,70
53633,17,2246,#Monday,8243,5789,1341,403,1320,1146,1405,99,69
53634,18,2246,#Monday,8391,5937,1358,400,1471,1173,1451,11,71
53635,19,2246,#Monday,8487,6064,1361,439,1565,1171,1450,5,71
53636,20,2246,#Monday,8595,6238,1362,480,1660,1171,1490,0,71
53637,21,2246,#Monday,8203,6059,1363,512,1514,1153,1444,0,71
53638,22,2246,#Monday,7507,5894,1362,488,1389,1105,1476,0,71
53639,23,2246,#Monday,6962,5531,1359,411,1138,1104,1449,0,71
53640,2,2247,#Tuesday,6342,5038,1368,254,1055,1130,1154,0,71
53641,3,2247,#Tuesday,6313,4993,1367,262,1019,1132,1141,0,72
53642,4,2247,#Tuesday,6371,4990,1368,241,1031,1136,1141,0,71
53643,5,2247,#Tuesday,6699,5009,1371,251,1045,1122,1149,0,71
53644,6,2247,#Tuesday,7160,4957,1370,209,1054,1102,1151,0,72
53645,7,2247,#Tuesday,7733,5466,1370,142,1183,1287,1179,224,73
